"","SpecCode","Species","Genus","SpeciesRefNo","Author","FBname","PicPreferredName","PicPreferredNameM","PicPreferredNameF","PicPreferredNameJ","FamCode","Subfamily","GenCode","SubGenCode","BodyShapeI","Source","AuthorRef","Remark","TaxIssue","Fresh","Brack","Saltwater","DemersPelag","Amphibious","AmphibiousRef","AnaCat","MigratRef","DepthRangeShallow","DepthRangeDeep","DepthRangeRef","DepthRangeComShallow","DepthRangeComDeep","DepthComRef","LongevityWild","LongevityWildRef","LongevityCaptive","LongevityCapRef","Vulnerability","Length","LTypeMaxM","LengthFemale","LTypeMaxF","MaxLengthRef","CommonLength","LTypeComM","CommonLengthF","LTypeComF","CommonLengthRef","Weight","WeightFemale","MaxWeightRef","Pic","PictureFemale","LarvaPic","EggPic","ImportanceRef","Importance","PriceCateg","PriceReliability","Remarks7","LandingStatistics","Landings","MainCatchingMethod","II","MSeines","MGillnets","MCastnets","MTraps","MSpears","MTrawls","MDredges","MLiftnets","MHooksLines","MOther","UsedforAquaculture","LifeCycle","AquacultureRef","UsedasBait","BaitRef","Aquarium","AquariumFishII","AquariumRef","GameFish","GameRef","Dangerous","DangerousRef","Electrogenic","ElectroRef","Complete","GoogleImage","Comments","Profile","PD50","Emblematic","Entered","DateEntered","Modified","DateModified","Expert","DateChecked","TS"
"88",8490,"Rexea solandri","Rexea",6181,"(Cuvier, 1832)","Silver gemfish","Resol_u0.jpg",NA,NA,NA,414,NA,5684,NA,"elongated","R",NA,NA,0,0,0,-1,"benthopelagic",NA,NA,"oceanodromous",51243,100,800,6181,300,450,28786,16,28786,NA,NA,62.34,110,"SL",NA,NA,6181,NA,NA,NA,NA,NA,16000,NA,28838,"RESOL_U0",NA,NA,NA,28836,"commercial","very high","Reliable: based on ex-vessel price for this species","Human consumption.","from 1,000 to 10,000","Australia and New Zealand","trawls","bottom otter trawls (OTB)",-1,-1,0,0,0,0,0,0,0,0,"never/rarely",NA,NA,"never/rarely",NA,"never/rarely",NA,NA,0,NA,"harmless",NA,"no special ability",NA,NA,-1,"Found in schools on continental shelf and slope.  They are normally caught close to the sea bed but probably move into midwater at times (Ref. 28786).  Juveniles are pelagic, adults also occur near the surface off Tasmania and New Zealand.  Dense schools of pre-spawners migrate along the continental slope at about 400 m during winter (Ref. 9563).  Feed on fish, squid and crustaceans.  The flesh is of good edible quality and especially tasty when smoked.  In Australia, the eastern gemfish stock has been subjected to a prolonged period of poor recruitment which started in 1989 (Ref. 28843, 28786).  This event resulted in a very significant decline in the gemfish resource.  In Australia, efforts are now being channeled towards the recovery of the fishery.",NA,0.5078,0,18,751507200,949,1221177600,2,922838400,NA
"89",12949,"Rhombosolea leporina","Rhombosolea",5755,"G<fc>nther, 1862","Yellowbelly flounder","Rhlep_u0.jpg",NA,NA,NA,440,"Rhombosoleinae",1120,NA,"short and / or deep","O",NA,NA,0,0,0,-1,"demersal",NA,NA,NA,NA,1,50,9258,NA,NA,NA,NA,NA,NA,NA,21.74,32,"TL",NA,NA,9258,NA,"TL",NA,NA,NA,600,NA,9258,"RHLEP_U0",NA,NA,NA,9072,"commercial","medium","Very questionable: based on ex-vessel price for species in this family",NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,"never/rarely",NA,NA,"never/rarely",NA,"never/rarely",NA,NA,-1,9072,"harmless",NA,"no special ability",NA,NA,-1,"Inhabits coastal waters down to about 50 m (Ref. 9258).  Juveniles gather in sheltered inshore waters, such as estuarine areas, shallow mudflats and sandflats, where they remain for up to two years (Ref. 9072).",NA,0.5625,0,10,797212800,3,1351257251,132,814752000,NA
"90",12950,"Rhombosolea plebeia","Rhombosolea",5755,"(Richardson, 1843)","Sand flounder","Rhple_u0.jpg",NA,NA,NA,440,"Rhombosoleinae",1120,NA,"short and / or deep","O",NA,NA,0,0,0,-1,"demersal",NA,NA,NA,NA,22,100,58489,NA,NA,NA,NA,NA,NA,NA,22.18,43,"TL",NA,NA,93092,30,"TL",NA,NA,9258,NA,NA,NA,"RHPLE_U0",NA,NA,NA,9072,"commercial","medium","Very questionable: based on ex-vessel price for species in this family",NA,NA,NA,NA,NA,0,0,0,0,0,-1,0,0,0,0,"never/rarely",NA,NA,"never/rarely",NA,"never/rarely",NA,NA,-1,9072,"harmless",NA,"no special ability",NA,NA,-1,"Inhabits shallow waters, generally at depth of less than 50 m, and to around 100 m (Ref. 9258).  to .  Juveniles gather in sheltered inshore waters, such as estuarine areas, shallow mudflats and sandflats, where they remain for up to two years (Ref. 9072).",NA,0.5625,0,10,797212800,393,1362528000,NA,NA,NA
"91",12951,"Rhombosolea retiaria","Rhombosolea",11115,"Hutton, 1874","Black flounder","Rhret_u0.jpg",NA,NA,NA,440,"Rhombosoleinae",1120,NA,"short and / or deep","O",NA,NA,0,-1,-1,-1,"demersal",NA,NA,"catadromous",51243,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.8,25,"TL",NA,NA,13730,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9072,"commercial","medium","Very questionable: based on ex-vessel price for species in this family",NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,"never/rarely",NA,NA,"never/rarely",NA,"never/rarely",NA,NA,-1,9072,"harmless",NA,"no special ability",NA,NA,-1,"Inhabits shallow waters, generally at depth of less than 50 m.  Juveniles gather in sheltered inshore waters, such as estuarine areas, shallow mudflats and sandflats, where they remain for up to two years (Ref. 9072).  This species is poorly studied, fast growing and short lived (to at least 4 years) (Ref. 47621).",NA,0.5625,0,10,797212800,14,1365465600,10,830563200,NA
"92",8889,"Rhombosolea tapirina","Rhombosolea",6390,"G<fc>nther, 1862","Greenback flounder","Rhtap_u0.gif",NA,NA,NA,440,"Rhombosoleinae",1120,NA,"short and / or deep","O",NA,NA,0,0,-1,-1,"demersal",NA,NA,NA,NA,0,100,33839,NA,NA,NA,NA,NA,NA,NA,39.54,45,"TL",NA,NA,9563,NA,NA,NA,NA,NA,NA,NA,NA,"RHTAP_U0",NA,NA,NA,6390,"commercial","medium","Very questionable: based on ex-vessel price for species in this family","Consumed as food.",NA,NA,"gillnets","set gillnets (anchored) (GNS)",-1,-1,0,0,0,-1,0,0,0,0,"experimental",NA,NA,"never/rarely",NA,"never/rarely",NA,NA,0,NA,"harmless",NA,"no special ability",NA,NA,-1,"Common on silty sand substrates from estuaries and inshore waters down to 100 m depth.  Juveniles occasionally entering rivers.",NA,0.5625,0,1,762652800,1,1015200000,34,776304000,NA
"93",1477,"Sardinops sagax","Sardinops",188,"(Jenyns, 1842)","South American pilchard","Sasag_u2.jpg",NA,NA,NA,43,"Alosinae",3529,NA,"fusiform / normal","R",NA,NA,0,0,0,-1,"pelagic-neritic",NA,NA,"oceanodromous",51243,0,200,188,NA,NA,NA,25,188,NA,NA,34.39,39.5,"SL",NA,NA,9291,20,"SL",NA,NA,188,486,NA,6885,"SASAG_U1",NA,NA,NA,4931,"highly commercial","low","Reliable: based on ex-vessel price for this species","Used for fishmeal and oil.","more than 500,000","4189889 t in 1990;","seines","purse seines (PS)",-1,-1,0,0,0,-1,0,0,0,-1,"never/rarely",NA,NA,"usually",6390,"never/rarely",NA,NA,0,NA,"harmless",NA,"no special ability",NA,NA,-1,"Neritic (Ref. 11230).  A coastal species that forms large schools (Ref. 188).  Occur at temperatures ranging from 16<b0> to 23<b0>C in summer and from 10<b0> to 18<b0>C in winter.  Feed mainly on planktonic crustaceans.  Young fish feed on zooplankton such as copepod and adults on phytoplankton (Ref. 39882).  Oviparous, with pelagic eggs, and pelagic larvae (Ref. 265).  Possibly can live up to 25 years (Ref. 265).  In the California region, pilchards make northward migrations early in summer and travel back south again in autumn.  With each year of life, the migration becomes farther (Ref. 6885).  Marketed fresh, frozen or canned.  Utilized mainly for fish meal; but also eaten fried and broiled (Ref. 9988).  Main source of landing:  NE Pacific:  Mexico (Ref. 4931).",NA,1,0,3,656121600,303,1373846400,3,1054252800,NA
"94",116,"Scomber australasicus","Scomber",168,"Cuvier, 1832","Blue mackerel","Scaus_u2.jpg",NA,NA,NA,416,"Scombrinae",1425,NA,"fusiform / normal","R",NA,NA,0,0,0,-1,"pelagic-neritic",NA,NA,"oceanodromous",51243,87,200,9563,NA,NA,NA,NA,NA,NA,NA,42.82,44,"FL",NA,NA,40637,30,"FL",NA,NA,168,1360,NA,40637,"SCAUS_U0",NA,NA,NA,4931,"commercial","very high","Reliable: based on ex-vessel price for this species","Consumed as food.","from 10,000 to 50,000","By New Zealand (81)","seines",NA,0,-1,0,0,0,0,0,0,-1,-1,"never/rarely",NA,NA,"usually",6822,"never/rarely",NA,NA,-1,4537,"harmless",NA,"no special ability",NA,NA,-1,"Occurs in coastal waters (Ref. 9340) and also in oceanic waters (Ref. 9563).  Minimum depth reported at 87 m (Ref. 58489); fishing depths to 265 m (cited in Ref. 58302).  Schooling by size which may include jack mackerels and Pacific sardines.  They are plankton feeders filtering copepods and other crustaceans, but adults also feed on small fish and squids.  Also caught with encircling nets (Ref. 9340).  Marketed fresh, dried-salted, smoked, canned and frozen (Ref. 9987).",NA,0.5625,0,2,656121600,303,1240963200,18,764294400,NA
"95",14320,"Scorpaena papillosa","Scorpaena",9563,"(Schneider & Forster, 1801)","Red rock cod","Scpap_ua.jpg",NA,NA,NA,264,"Scorpaeninae",4531,NA,"fusiform / normal","o",NA,NA,0,0,-1,-1,"demersal",NA,NA,NA,NA,5,50,9563,NA,NA,NA,NA,NA,NA,NA,45.03,30,"TL",NA,NA,9563,NA,NA,NA,NA,NA,NA,NA,NA,"SCPAP_U0",NA,NA,NA,9563,NA,"low","Questionable: based on ex-vessel price for species in this genus",NA,NA,NA,"trawls",NA,0,0,0,0,0,0,0,0,0,0,"never/rarely",NA,NA,"never/rarely",NA,"never/rarely",NA,NA,0,NA,"venomous",9563,"no special ability",NA,NA,-1,"Found on rocky bottoms (Ref. 9563).  Known in shallow estuaries from muddy environments to offshore reefs in kelp reef (Ref. 9002).  Nocturnal species and juveniles are occasionally seen in large rock pools.  Feeds on a wide variety of invertebrates, mainly on crustaceans and fishes (Ref. 9003).",NA,0.5,0,3,807062400,2,1427328000,NA,NA,NA
"96",382,"Seriola lalandi","Seriola",7300,"Valenciennes, 1833","Yellowtail amberjack","Selal_f0.jpg",NA,NA,NA,314,"Naucratinae",7464,NA,"fusiform / normal","R",NA,NA,0,0,-1,-1,"benthopelagic",NA,NA,NA,NA,3,825,4517,NA,NA,NA,12,72462,7.25,72462,68.79,250,"TL",NA,NA,27865,80,"TL",NA,NA,9137,96840,NA,40637,"SELAL_U2",NA,NA,NA,4931,"minor commercial","low","Reliable: based on ex-vessel price for this species",NA,"up to 1,000 tons/year","South Africa (FAO Areas 47 and 51)","hooks and lines",NA,-1,0,0,0,-1,-1,0,0,0,0,"experimental",NA,95222,"never/rarely",NA,"never/rarely",NA,10361,-1,4699,"harmless",4795,"no special ability",NA,NA,-1,"Adults are benthopelagic in coastal and oceanic waters, off kelp beds and rocky areas (Ref. 2850), sometimes entering estuaries (Ref. 9563).  They are solitary or in small groups and can be found near rocky shores, reefs and islands (Ref. 6390).  Schools of juveniles are generally found in offshore waters, often near or beyond the continental shelf (Ref. 27865).  They prefer warmer water (18-24<b0>C) although they are occasionally found in cooler water (Ref. 27128).  Adults feed on small fish, squid and crustaceans (Ref. 27121).  Marketed fresh and salted or dried (Ref. 9283).",NA,0.502,0,2,656121600,303,1394582400,2,933033600,NA
"97",12918,"Seriolella brama","Seriolella",9002,"(G<fc>nther, 1860)","Common warehou","Sebra_u0.jpg",NA,NA,NA,421,NA,7032,NA,"fusiform / normal","O",NA,NA,0,0,-1,-1,"benthopelagic",NA,NA,NA,NA,22,400,58489,NA,NA,NA,15,9072,NA,NA,55.92,76,"TL",NA,NA,9002,50,"TL",NA,NA,9258,4000,NA,9988,"SEBRA_U0",NA,NA,NA,9988,"commercial","high","Reliable: based on ex-vessel price for this species",NA,NA,NA,"gillnets","set gill nets (anchored)  (GNS)",0,0,0,0,0,-1,0,0,0,0,"never/rarely",NA,NA,"never/rarely",NA,"never/rarely",NA,NA,-1,9072,"harmless",NA,"no special ability",NA,NA,-1,"Adults inhabit continental shelf and slope waters (Ref. 6390).  Reported from depths between 22 m (Ref. 58489) and 400m (Ref. 30458).  They are schooling species, usually aggregating close to the sea bed (Ref. 26498) although there is some evidence that they move into the middle water column at night (Ref. 30459).  Juveniles recorded offshore to a depth of 100 m and sometimes entering estuaries, often in association with jellyfish (Ref. 9563) and schooling close to the surface.  Feed mainly on salps but also takes euphausiids, krill, crabs and small squid (Ref. 9072).  Marketed fresh and frozen; eaten steamed, fried, broiled, boiled, microwaved and baked (Ref. 9988).",NA,0.5156,0,1,796003200,949,1185321600,2,928713600,NA
"98",12922,"Seriolella punctata","Seriolella",5755,"(Forster, 1801)","Silver warehou","Sepun_u0.jpg",NA,NA,NA,421,NA,7032,NA,"fusiform / normal","O",NA,NA,0,0,-1,-1,"benthopelagic",NA,NA,"oceanodromous",51243,27,650,58489,NA,NA,NA,15,9072,NA,NA,32.84,66,"TL",NA,NA,9563,51,"FL",NA,NA,9049,NA,NA,NA,"SEPUN_U0",NA,NA,NA,9049,"commercial","high","Reliable: based on ex-vessel price for this species","New Zealand.",NA,NA,"gillnets","set gill nets (anchored)  (GNS)",0,0,0,0,0,-1,0,0,0,0,"never/rarely",NA,NA,"never/rarely",NA,"never/rarely",NA,NA,0,NA,"harmless",NA,"no special ability",NA,NA,-1,"Adults are usually demersal on the continental shelf and slope, occasionally occurring at the surface; subadults in surface waters, sometimes entering bays, while juveniles occur offshore (Ref. 9563). Reported from depths of 27 m (Ref. 58489) to 600 m (Ref. 9563).  They form feeding and spawning aggregations.  Spotted warehou are schooling species, usually aggregating close to the sea bed (Ref. 26498) although there is some evidence that they move into the middle water column at night (Ref. 30459).  During spring-summer in New Zealand, adult and juvenile fish migrate to feed along the continental slope off the east and southeast coast of the South Island (Ref. 9072).  Adults mainly eat planktonic tunicates (Ref. 6390).",NA,0.5156,0,1,796003200,949,1185321600,2,928713600,NA
"99",14268,"Solegnathus spinosissimus","Solegnathus",9563,"(G<fc>nther, 1870)","Spiny pipehorse","Sospi_u1.gif",NA,NA,NA,258,"Syngnathinae",886,NA,"eel-like","o",NA,NA,0,0,0,-1,"demersal",NA,NA,NA,NA,114,230,58489,NA,NA,NA,NA,NA,NA,NA,31.79,49,"TL",NA,NA,9563,NA,NA,NA,NA,NA,NA,NA,NA,"SOSPI_U1",NA,NA,NA,9563,NA,"unknown",NA,NA,NA,NA,"trawls",NA,0,0,0,0,0,0,0,0,0,0,"never/rarely",NA,NA,"never/rarely",NA,"never/rarely",NA,NA,0,NA,"harmless",NA,"no special ability",NA,NA,-1,"Recorded from the continental shelf (Ref. 9563) from depths between 114 m (Ref. 58489) and 230 m (Ref. (9563). Ovoviviparous (Ref. 205).  The male carries the eggs in a brood pouch which is found under the tail (Ref. 205).",NA,0.5312,0,3,806716800,949,1185321600,NA,NA,NA
"100",917,"Sphyrna zygaena","Sphyrna",244,"(Linnaeus, 1758)","Smooth hammerhead","Spzyg_u8.jpg",NA,NA,"Spzyg_j0.jpg",12,NA,30,NA,"elongated","R",NA,NA,0,0,-1,-1,"pelagic-oceanic",NA,NA,"oceanodromous",13562,0,200,5578,0,20,55303,21,116211,NA,NA,85.39,500,"TL",NA,NA,35388,335,"TL",NA,NA,13562,4e+05,NA,9987,"SPZYG_U0",NA,NA,NA,171,"commercial","low","Reliable: based on ex-vessel price for this species","Fully utilized.",NA,NA,"various gears",NA,0,-1,0,0,0,-1,0,0,-1,0,"never/rarely",NA,NA,"never/rarely",NA,"never/rarely",NA,NA,-1,9987,"traumatogenic",244,"electrosensing only",10311,NA,-1,"Occurs inshore and well offshore (Ref. 5578), over continental and insular shelves (Ref. 244).  Coastal, pelagic, and semi-oceanic, but often bottom associated at 1-139 m (Ref. 58302).  Migrates northward in summer; young often in large aggregations of hundreds of individuals (Ref. 13562).  Prefers to feed on small sharks, skates and stingrays, but also preys on bony fishes, shrimps, crabs, barnacles and cephalopods (Ref. 244).  Viviparous (Ref. 50449).  Regarded as being dangerous to people, though only few can be tentatively attributed to this species due to its occurrence in temperate waters (Ref. 244).  Reported to cause poisoning (Ref. 4690).  Caught occasionally by shark and tuna longline fisheries (Ref.58048). Meat utilized fresh, dried-salted, and possibly smoked for human consumption; liver oil for vitamins, fins for soup, hide for leather, and carcasses for fishmeal (Ref. 244).  Used in Chinese medicine (Ref. 12166).  Become sexually mature when 250 to 300 cm long.  The female gives birth to 30 - 40 young (Ref. 35388).",NA,0.5029,0,23,708566400,2,1506297600,113,802483200,NA
